"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
545198,"Thalassoma pavo","(Linnaeus, 1758)",,-24.7811107635498,37.2683334350586,"RUSI","Occurrence","RUSI 36080","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"6",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",1040676479,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
972537,"Thalassoma pavo","(Linnaeus, 1758)",,7.41666650772095,43.5666656494141,"MNHN","Occurrence","MNHN 1961-0868","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",839286335,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
1277471,"Thalassoma pavo","(Linnaeus, 1758)",,-14.0166664123535,28.7000007629395,"AMNH","Occurrence","AMNH 75210","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"6",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",868710015,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
1962693,"Thalassoma pavo","(Linnaeus, 1758)",,7.26666688919067,43.7000007629395,"MNHN","Occurrence","MNHN 0000-4218","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",871857727,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
3804550,"Thalassoma pavo","(Linnaeus, 1758)",,-17.4166660308838,14.6333332061768,"MNHN","Occurrence","MNHN 1950-0011","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"3",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",808943167,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
4079280,"Thalassoma pavo","(Linnaeus, 1758)",,-17,25,"MNHN","Occurrence","MNHN A-9147","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"5",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
4686593,"Thalassoma pavo","(Linnaeus, 1758)",,14.25,40.6666679382324,"MNHN","Occurrence","MNHN A-9144","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"5",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
4784213,"Thalassoma pavo","(Linnaeus, 1758)","1990-06-30 12:00:00",-28.5,38.283332824706996,"USNM","Vertebrate Zoology; Fishes","327389.5222882","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"6",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",1040708223,,,,,268,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1990"
5376902,"Thalassoma pavo","(Linnaeus, 1758)",,14.25,40.6666679382324,"MNHN","Occurrence","MNHN A-9143","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"3",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
5890312,"Thalassoma pavo","(Linnaeus, 1758)","1990-06-20 12:00:00",-16.733299255371097,32.7332992553711,"SAIAB","SAIAB","22572","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"29",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",540540543,,,,,128,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1990"
6051709,"Thalassoma pavo","(Linnaeus, 1758)","1973-09-27 12:00:00",19.7667007446289,39.5999984741211,"SAIAB","SAIAB","34863","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",807927423,,,,,128,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1973"
6125286,"Thalassoma pavo","(Linnaeus, 1758)",,23.9433326721191,32.111667633056605,"USNM","Occurrence","USNM 00359034","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",808975935,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
6626908,"Thalassoma pavo","(Linnaeus, 1758)","1968-05-31 12:00:00",23.9433326721191,32.111667633056605,"USNM","Vertebrate Zoology; Fishes","359034.5268498","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,2,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",808972927,,,,,268,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1968"
6964429,"Thalassoma pavo","(Linnaeus, 1758)",,-25,36.8333320617676,"USNM","Occurrence","USNM 00327297","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",1007154815,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
7486867,"Thalassoma pavo","(Linnaeus, 1758)",,5,40,"MNHN","Occurrence","MNHN A-9151","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
7688620,"Thalassoma pavo","(Linnaeus, 1758)",,-16.9166660308838,32.6333351135254,"MNHN","Occurrence","MNHN 1956-0042","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"2",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",808943167,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
7911009,"Thalassoma pavo","(Linnaeus, 1758)",,26,38,"BMNH","Occurrence","BMNH 1985.11.28.13","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
8456023,"Thalassoma pavo","(Linnaeus, 1758)",,-17,32.75,"MNHN","Occurrence","MNHN A-9146","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",868711999,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
8727032,"Thalassoma pavo","(Linnaeus, 1758)","1990-06-05 12:00:00",-24.781099319457997,37.2682991027832,"SAIAB","SAIAB","23512","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"6",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",772275839,,,,,128,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1990"
8939574,"Thalassoma pavo","(Linnaeus, 1758)",,7.26666688919067,43.7000007629395,"MNHN","Occurrence","MNHN 1898-0799","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",871857727,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
8961875,"Thalassoma pavo","(Linnaeus, 1758)",,-24.069166183471697,36.930000305175795,"RUSI","Occurrence","RUSI 36099","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"16",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",1007122047,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
9224330,"Thalassoma pavo","(Linnaeus, 1758)",,-25.350000381469698,16.9500007629395,"MNHN","Occurrence","MNHN 1941-0054","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,25,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
9528234,"Thalassoma pavo","(Linnaeus, 1758)",,19.766666412353498,39.5999984741211,"RUSI","Occurrence","RUSI 54833","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805795455,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
10027756,"Thalassoma pavo","(Linnaeus, 1758)","1990-06-15 12:00:00",-28.1333332061768,38.283332824706996,"USNM","Vertebrate Zoology; Fishes","327297.5222784","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,8,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"15",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",1040711295,,,,,268,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1990"
10111697,"Thalassoma pavo","(Linnaeus, 1758)",,27.5,32.5,"MNHN","Occurrence","MNHN A-3884","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"2",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
10174141,"Thalassoma pavo","(Linnaeus, 1758)",,-13.8333330154419,28.850000381469698,"AMNH","Occurrence","AMNH 75252","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"5",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",808941183,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
10394922,"Thalassoma pavo","(Linnaeus, 1758)",,-25.7333335876465,36.8333320617676,"USNM","Occurrence","USNM 00327389","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",1007156799,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
10434188,"Thalassoma pavo","(Linnaeus, 1758)",,27.5,32.5,"MNHN","Occurrence","MNHN A-9150","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
10595971,"Thalassoma pavo","(Linnaeus, 1758)",,-17,32.75,"MNHN","Occurrence","MNHN A-9145","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"10",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",868711999,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
10597735,"Thalassoma pavo","(Linnaeus, 1758)",,-14.0166664123535,28.7000007629395,"AMNH","Occurrence","AMNH 75249","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"3",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",868710015,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
10859479,"Thalassoma pavo","(Linnaeus, 1758)",,-13.4833335876465,29,"AMNH","Occurrence","AMNH 75277","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"10",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",870807167,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
10899676,"Thalassoma pavo","(Linnaeus, 1758)",,-14.0166664123535,28.7000007629395,"AMNH","Occurrence","AMNH 75202","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"9",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",868710015,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
11140131,"Thalassoma pavo","(Linnaeus, 1758)",,7.26666688919067,43.7000007629395,"MNHN","Occurrence","MNHN 0000-2512","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",871857727,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
11302190,"Thalassoma pavo","(Linnaeus, 1758)",,14.25,40.6666679382324,"MNHN","Occurrence","MNHN A-9142","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805797439,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
11425298,"Thalassoma pavo","(Linnaeus, 1758)",,-14.0166664123535,28.7000007629395,"AMNH","Occurrence","AMNH 75220","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"7",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",868710015,,,,,721,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
11552698,"Thalassoma pavo","(Linnaeus, 1758)","1990-06-15 12:00:00",-24.069200515747102,36.930000305175795,"SAIAB","SAIAB","23531","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,"16",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",738721407,,,,,128,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,"1990"
13587038,"Thalassoma pavo","(Linnaeus, 1758)",,5,0,"MNHN","IC","1892-0015","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805830199,,,,,2415,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
13587046,"Thalassoma pavo","(Linnaeus, 1758)",,14.25,40.666999816894496,"MNHN","IC","a-9143","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805830207,,,,,2415,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
15006559,"Thalassoma pavo","(Linnaeus, 1758)",,-17.4169998168945,14.633000373840302,"MNHN","IC","1950-0011","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",808975935,,,,,2415,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
15049098,"Thalassoma pavo","(Linnaeus, 1758)",,14.25,40.666999816894496,"MNHN","IC","a-9142","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",805830207,,,,,2415,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
15053833,"Thalassoma pavo","(Linnaeus, 1758)",,-16.9169998168945,32.632999420166,"MNHN","IC","1956-0042","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",808975935,,,,,2415,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
15059172,"Thalassoma pavo","(Linnaeus, 1758)",,7.2670001983642605,43.7000007629395,"MNHN","IC","0000-4218","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",871890495,,,,,2415,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
15096406,"Thalassoma pavo","(Linnaeus, 1758)",,15.5500001907349,38.2169990539551,"MNHN","IC","a-9149","urn:lsid:marinespecies.org:taxname:126970","Thalassoma pavo",,,,,,,,,,,"Actinopterygii",,,,,,,,,,,,,,,,,"Labridae",,,,,,"Thalassoma",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Perciformes",,,,,,"Chordata",868744767,,,,,2415,,,,,,"Thalassoma pavo",,,,,,,,"Labroidei","Vertebrata",,,,,,"Pisces",,,,,,,,,"Pisces",,,,518710,,,,126970,
